prompt_id,session_id,user_id,prompt_type,prompt_quality_score,prompt_attempt_number,output_id,output_quality_score,feedback,edited_output,good_output_flag,experiment_group,new_output_quality,new_feedback,new_good_output_flag
32664,10859,5471,summary,5,1,32664,6,bad,1,0,control,7,good,1
32665,10859,5471,summary,3,2,32665,3,bad,1,0,control,4,bad,0
32666,10860,5472,assignment,5,1,32666,6,bad,1,0,control,5,bad,0
32667,10860,5472,assignment,7,2,32667,4,bad,1,0,treatment,8,good,1
32668,10860,5472,summary,6,3,32668,5,bad,1,0,treatment,6,bad,0
32669,10860,5472,summary,6,4,32669,7,good,0,1,control,5,bad,0
32670,10860,5472,summary,7,5,32670,8,good,0,1,treatment,6,bad,0
32671,10861,5473,assignment,7,1,32671,5,bad,1,0,treatment,6,bad,0
32672,10861,5473,summary,6,2,32672,8,good,0,1,treatment,5,bad,0
32673,10862,5474,summary,6,1,32673,3,bad,1,0,treatment,8,good,1
32674,10862,5474,report,5,2,32674,5,bad,1,0,control,6,bad,0
32675,10862,5474,summary,7,3,32675,4,bad,1,0,treatment,8,good,1
32676,10862,5474,summary,6,4,32676,6,bad,1,0,treatment,6,bad,0
32677,10863,5474,report,5,1,32677,2,bad,1,0,treatment,5,bad,0
32678,10863,5474,summary,5,2,32678,7,good,0,1,control,4,bad,0
32679,10863,5474,summary,6,3,32679,4,bad,1,0,treatment,5,bad,0
32680,10863,5474,summary,3,4,32680,5,bad,1,0,control,2,bad,0
32681,10864,5475,summary,6,1,32681,8,good,0,1,control,7,good,1
32682,10864,5475,assignment,5,2,32682,5,bad,1,0,control,7,good,1
32683,10864,5475,assignment,7,3,32683,6,bad,1,0,control,7,good,1
32684,10864,5475,assignment,6,4,32684,6,bad,1,0,control,7,good,1
32685,10865,5475,summary,7,1,32685,6,bad,1,0,control,6,bad,0
32686,10865,5475,assignment,7,2,32686,7,good,0,1,treatment,8,good,1
32687,10865,5475,assignment,6,3,32687,5,bad,1,0,control,6,bad,0
32688,10865,5475,assignment,6,4,32688,8,good,0,1,control,6,bad,0
32689,10865,5475,assignment,7,5,32689,6,bad,1,0,treatment,8,good,1
32690,10866,5476,assignment,6,1,32690,6,bad,1,0,treatment,8,good,1
32691,10866,5476,summary,6,2,32691,5,bad,1,0,treatment,5,bad,0
32692,10867,5476,assignment,6,1,32692,4,bad,1,0,treatment,7,good,1
32693,10867,5476,summary,5,2,32693,4,bad,1,0,control,7,good,1
32694,10867,5476,assignment,3,3,32694,4,bad,1,0,control,4,bad,0
32695,10867,5476,assignment,5,4,32695,5,bad,1,0,treatment,4,bad,0
32696,10867,5476,assignment,4,5,32696,3,bad,1,0,control,6,bad,0
32697,10868,5477,summary,7,1,32697,8,good,0,1,treatment,8,good,1
32698,10868,5477,assignment,7,2,32698,9,good,0,1,treatment,7,good,1
32699,10869,5477,assignment,5,1,32699,7,good,0,1,control,5,bad,0
32700,10870,5478,report,7,1,32700,5,bad,1,0,treatment,7,good,1
32701,10870,5478,summary,6,2,32701,7,good,0,1,control,7,good,1
32702,10870,5478,report,7,3,32702,5,bad,1,0,treatment,6,bad,0
32703,10870,5478,summary,5,4,32703,7,good,0,1,control,4,bad,0
32704,10870,5478,report,6,5,32704,5,bad,1,0,treatment,7,good,1
32705,10871,5478,report,6,1,32705,5,bad,1,0,control,5,bad,0
32706,10871,5478,report,6,2,32706,5,bad,1,0,treatment,8,good,1
32707,10872,5478,report,5,1,32707,6,bad,1,0,control,4,bad,0
32708,10872,5478,report,6,2,32708,8,good,0,1,treatment,5,bad,0
32709,10872,5478,report,6,3,32709,7,good,0,1,treatment,6,bad,0
32710,10873,5479,report,7,1,32710,8,good,0,1,treatment,9,good,1
32711,10874,5479,summary,8,1,32711,9,good,0,1,control,8,good,1
32712,10874,5479,summary,9,2,32712,8,good,0,1,treatment,9,good,1
32713,10874,5479,report,7,3,32713,6,bad,1,0,control,6,bad,0
32714,10875,5480,assignment,3,1,32714,4,bad,1,0,control,5,bad,0
32715,10875,5480,assignment,5,2,32715,7,good,0,1,control,4,bad,0
32716,10876,5481,report,7,1,32716,8,good,0,1,control,9,good,1
32717,10877,5482,assignment,3,1,32717,5,bad,1,0,control,4,bad,0
32718,10877,5482,assignment,4,2,32718,4,bad,1,0,control,6,bad,0
32719,10877,5482,assignment,3,3,32719,3,bad,1,0,control,5,bad,0
32720,10878,5482,assignment,3,1,32720,5,bad,1,0,control,5,bad,0
32721,10878,5482,assignment,4,2,32721,4,bad,1,0,control,5,bad,0
32722,10878,5482,summary,5,3,32722,3,bad,1,0,treatment,7,good,1
32723,10878,5482,summary,6,4,32723,4,bad,1,0,treatment,6,bad,0
32724,10878,5482,summary,4,5,32724,4,bad,1,0,control,3,bad,0
32725,10879,5483,assignment,7,1,32725,8,good,0,1,treatment,8,good,1
32726,10879,5483,summary,6,2,32726,8,good,0,1,control,7,good,1
32727,10879,5483,assignment,7,3,32727,6,bad,1,0,control,7,good,1
32728,10879,5483,summary,7,4,32728,6,bad,1,0,treatment,8,good,1
32729,10880,5483,summary,7,1,32729,7,good,0,1,treatment,7,good,1
32730,10880,5483,assignment,5,2,32730,4,bad,1,0,control,7,good,1
32731,10881,5483,assignment,6,1,32731,5,bad,1,0,treatment,7,good,1
32732,10882,5484,report,6,1,32732,8,good,0,1,treatment,7,good,1
32733,10882,5484,report,7,2,32733,5,bad,1,0,treatment,8,good,1
32734,10882,5484,report,7,3,32734,9,good,0,1,treatment,8,good,1
32735,10883,5484,summary,7,1,32735,6,bad,1,0,treatment,6,bad,0
32736,10883,5484,report,6,2,32736,7,good,0,1,control,6,bad,0
32737,10884,5484,report,7,1,32737,7,good,0,1,treatment,8,good,1
32738,10884,5484,report,6,2,32738,6,bad,1,0,treatment,7,good,1
32739,10884,5484,report,6,3,32739,6,bad,1,0,control,5,bad,0
32740,10885,5485,summary,5,1,32740,4,bad,1,0,control,6,bad,0
32741,10886,5485,report,7,1,32741,5,bad,1,0,treatment,9,good,1
32742,10886,5485,report,7,2,32742,5,bad,1,0,treatment,9,good,1
32743,10886,5485,summary,7,3,32743,6,bad,1,0,control,7,good,1
32744,10887,5485,report,7,1,32744,6,bad,1,0,control,6,bad,0
32745,10887,5485,report,7,2,32745,7,good,0,1,treatment,8,good,1
32746,10888,5486,summary,7,1,32746,8,good,0,1,control,7,good,1
32747,10889,5486,report,8,1,32747,8,good,0,1,treatment,10,good,1
32748,10889,5486,summary,8,2,32748,10,good,0,1,control,7,good,1
32749,10890,5487,assignment,8,1,32749,10,good,0,1,treatment,9,good,1
32750,10890,5487,assignment,8,2,32750,8,good,0,1,control,9,good,1
32751,10890,5487,summary,9,3,32751,10,good,0,1,control,10,good,1
32752,10890,5487,assignment,7,4,32752,6,bad,1,0,treatment,8,good,1
32753,10891,5488,report,5,1,32753,6,bad,1,0,control,4,bad,0
32754,10891,5488,report,7,2,32754,7,good,0,1,treatment,9,good,1
32755,10891,5488,report,7,3,32755,6,bad,1,0,treatment,6,bad,0
32756,10892,5488,report,6,1,32756,6,bad,1,0,treatment,6,bad,0
32757,10892,5488,report,5,2,32757,5,bad,1,0,control,4,bad,0
32758,10892,5488,report,6,3,32758,6,bad,1,0,treatment,5,bad,0
32759,10892,5488,report,4,4,32759,6,bad,1,0,control,6,bad,0
32760,10892,5488,summary,5,5,32760,3,bad,1,0,treatment,5,bad,0
32761,10893,5489,report,3,1,32761,4,bad,1,0,control,2,bad,0
32762,10893,5489,summary,5,2,32762,7,good,0,1,control,4,bad,0
32763,10894,5489,report,3,1,32763,4,bad,1,0,control,4,bad,0
32764,10894,5489,summary,4,2,32764,4,bad,1,0,control,5,bad,0
32765,10894,5489,report,6,3,32765,4,bad,1,0,treatment,6,bad,0
32766,10894,5489,report,5,4,32766,7,good,0,1,control,5,bad,0
32767,10895,5489,report,4,1,32767,4,bad,1,0,control,4,bad,0
32768,10895,5489,report,5,2,32768,4,bad,1,0,control,5,bad,0
32769,10896,5490,report,7,1,32769,7,good,0,1,treatment,8,good,1
32770,10896,5490,report,7,2,32770,5,bad,1,0,treatment,7,good,1
32771,10897,5491,assignment,4,1,32771,6,bad,1,0,control,3,bad,0
32772,10898,5491,summary,4,1,32772,6,bad,1,0,control,5,bad,0
32773,10898,5491,summary,6,2,32773,6,bad,1,0,treatment,7,good,1
32774,10899,5491,assignment,6,1,32774,4,bad,1,0,treatment,6,bad,0
32775,10899,5491,assignment,3,2,32775,3,bad,1,0,control,4,bad,0
32776,10899,5491,assignment,4,3,32776,3,bad,1,0,control,4,bad,0
32777,10900,5492,report,5,1,32777,5,bad,1,0,control,4,bad,0
32778,10900,5492,report,5,2,32778,6,bad,1,0,control,4,bad,0
32779,10900,5492,summary,7,3,32779,7,good,0,1,treatment,6,bad,0
32780,10900,5492,report,5,4,32780,5,bad,1,0,control,5,bad,0
32781,10901,5492,summary,6,1,32781,4,bad,1,0,treatment,7,good,1
32782,10901,5492,report,7,2,32782,4,bad,1,0,treatment,9,good,1
32783,10902,5493,summary,5,1,32783,4,bad,1,0,control,4,bad,0
32784,10902,5493,assignment,6,2,32784,8,good,0,1,control,7,good,1
32785,10902,5493,assignment,7,3,32785,8,good,0,1,control,9,good,1
32786,10902,5493,summary,6,4,32786,8,good,0,1,control,5,bad,0
32787,10903,5493,assignment,7,1,32787,8,good,0,1,control,8,good,1
32788,10903,5493,assignment,6,2,32788,5,bad,1,0,control,7,good,1
32789,10903,5493,assignment,7,3,32789,7,good,0,1,control,7,good,1
32790,10904,5493,assignment,7,1,32790,5,bad,1,0,treatment,7,good,1
32791,10904,5493,assignment,5,2,32791,7,good,0,1,control,6,bad,0
32792,10904,5493,assignment,7,3,32792,9,good,0,1,control,6,bad,0
32793,10904,5493,assignment,6,4,32793,8,good,0,1,control,7,good,1
32794,10904,5493,assignment,7,5,32794,4,bad,1,0,treatment,7,good,1
32795,10905,5494,summary,4,1,32795,6,bad,1,0,control,6,bad,0
32796,10905,5494,summary,6,2,32796,3,bad,1,0,treatment,5,bad,0
32797,10906,5494,assignment,5,1,32797,7,good,0,1,control,6,bad,0
32798,10906,5494,summary,5,2,32798,4,bad,1,0,treatment,7,good,1
32799,10907,5495,assignment,6,1,32799,6,bad,1,0,treatment,6,bad,0
32800,10908,5495,assignment,4,1,32800,5,bad,1,0,control,5,bad,0
32801,10909,5496,assignment,9,1,32801,10,good,0,1,treatment,10,good,1
32802,10909,5496,summary,8,2,32802,7,good,0,1,treatment,9,good,1
32803,10910,5496,summary,9,1,32803,8,good,0,1,treatment,10,good,1
32804,10910,5496,summary,9,2,32804,9,good,0,1,control,10,good,1
32805,10911,5496,assignment,7,1,32805,8,good,0,1,treatment,8,good,1
32806,10911,5496,assignment,7,2,32806,9,good,0,1,control,7,good,1
32807,10912,5497,assignment,3,1,32807,5,bad,1,0,control,3,bad,0
32808,10912,5497,summary,6,2,32808,4,bad,1,0,treatment,5,bad,0
32809,10912,5497,summary,6,3,32809,6,bad,1,0,treatment,6,bad,0
32810,10912,5497,assignment,6,4,32810,4,bad,1,0,treatment,7,good,1
32811,10912,5497,assignment,3,5,32811,5,bad,1,0,control,2,bad,0
32812,10913,5498,report,5,1,32812,5,bad,1,0,treatment,5,bad,0
32813,10913,5498,report,6,2,32813,5,bad,1,0,treatment,6,bad,0
32814,10913,5498,report,7,3,32814,5,bad,1,0,treatment,7,good,1
32815,10914,5498,summary,7,1,32815,6,bad,1,0,treatment,6,bad,0
32816,10914,5498,summary,5,2,32816,5,bad,1,0,treatment,4,bad,0
32817,10914,5498,summary,5,3,32817,5,bad,1,0,treatment,5,bad,0
32818,10914,5498,report,5,4,32818,6,bad,1,0,control,4,bad,0
32819,10915,5499,assignment,5,1,32819,5,bad,1,0,control,5,bad,0
32820,10915,5499,assignment,5,2,32820,5,bad,1,0,treatment,7,good,1
32821,10915,5499,assignment,7,3,32821,5,bad,1,0,treatment,6,bad,0
32822,10915,5499,summary,4,4,32822,3,bad,1,0,control,6,bad,0
32823,10915,5499,summary,5,5,32823,3,bad,1,0,treatment,7,good,1
32824,10916,5499,summary,3,1,32824,4,bad,1,0,control,4,bad,0
32825,10917,5500,report,7,1,32825,7,good,0,1,control,7,good,1
32826,10917,5500,report,7,2,32826,8,good,0,1,treatment,7,good,1
32827,10918,5500,summary,7,1,32827,6,bad,1,0,control,6,bad,0
32828,10918,5500,summary,9,2,32828,10,good,0,1,treatment,9,good,1
32829,10918,5500,report,9,3,32829,8,good,0,1,treatment,9,good,1
32830,10918,5500,report,9,4,32830,10,good,0,1,treatment,9,good,1
32831,10918,5500,report,9,5,32831,8,good,0,1,control,10,good,1
32832,10919,5500,report,9,1,32832,9,good,0,1,control,8,good,1
32833,10919,5500,report,9,2,32833,10,good,0,1,treatment,9,good,1
32834,10920,5501,assignment,7,1,32834,9,good,0,1,treatment,9,good,1
32835,10921,5501,assignment,7,1,32835,6,bad,1,0,control,6,bad,0
32836,10921,5501,assignment,9,2,32836,9,good,0,1,treatment,8,good,1
32837,10921,5501,summary,9,3,32837,9,good,0,1,treatment,9,good,1
32838,10922,5502,assignment,7,1,32838,7,good,0,1,control,6,bad,0
32839,10922,5502,assignment,6,2,32839,7,good,0,1,control,7,good,1
32840,10922,5502,assignment,6,3,32840,7,good,0,1,treatment,8,good,1
32841,10923,5502,assignment,6,1,32841,8,good,0,1,control,5,bad,0
32842,10923,5502,assignment,5,2,32842,7,good,0,1,control,5,bad,0
32843,10923,5502,assignment,6,3,32843,7,good,0,1,control,6,bad,0
32844,10923,5502,assignment,7,4,32844,7,good,0,1,control,6,bad,0
32845,10924,5502,assignment,7,1,32845,7,good,0,1,control,8,good,1
32846,10925,5503,assignment,7,1,32846,5,bad,1,0,treatment,7,good,1
32847,10925,5503,assignment,5,2,32847,2,bad,1,0,treatment,4,bad,0
32848,10925,5503,summary,3,3,32848,5,bad,1,0,control,2,bad,0
32849,10925,5503,assignment,5,4,32849,5,bad,1,0,treatment,7,good,1
32850,10926,5503,assignment,5,1,32850,5,bad,1,0,control,5,bad,0
32851,10926,5503,summary,5,2,32851,4,bad,1,0,treatment,7,good,1
32852,10926,5503,assignment,5,3,32852,5,bad,1,0,treatment,5,bad,0
32853,10927,5503,assignment,5,1,32853,5,bad,1,0,control,5,bad,0
32854,10927,5503,assignment,5,2,32854,6,bad,1,0,control,4,bad,0
32855,10927,5503,summary,4,3,32855,5,bad,1,0,control,6,bad,0
32856,10928,5504,assignment,9,1,32856,8,good,0,1,treatment,10,good,1
32857,10928,5504,assignment,7,2,32857,8,good,0,1,control,9,good,1
32858,10928,5504,assignment,7,3,32858,7,good,0,1,treatment,6,bad,0
32859,10928,5504,assignment,9,4,32859,10,good,0,1,control,9,good,1
32860,10929,5504,assignment,7,1,32860,8,good,0,1,control,6,bad,0
32861,10929,5504,summary,8,2,32861,9,good,0,1,control,9,good,1
32862,10930,5504,assignment,7,1,32862,8,good,0,1,treatment,6,bad,0
32863,10930,5504,assignment,8,2,32863,7,good,0,1,treatment,10,good,1
32864,10931,5505,summary,6,1,32864,5,bad,1,0,treatment,5,bad,0
32865,10932,5505,assignment,6,1,32865,8,good,0,1,treatment,7,good,1
32866,10932,5505,assignment,7,2,32866,4,bad,1,0,treatment,7,good,1
32867,10932,5505,assignment,5,3,32867,4,bad,1,0,control,4,bad,0
32868,10932,5505,assignment,7,4,32868,7,good,0,1,treatment,6,bad,0
32869,10933,5505,summary,7,1,32869,5,bad,1,0,treatment,8,good,1
32870,10934,5506,assignment,8,1,32870,9,good,0,1,control,8,good,1
32871,10934,5506,assignment,9,2,32871,10,good,0,1,control,8,good,1
32872,10934,5506,assignment,8,3,32872,9,good,0,1,control,7,good,1
32873,10935,5507,assignment,7,1,32873,6,bad,1,0,control,7,good,1
32874,10935,5507,assignment,7,2,32874,7,good,0,1,control,6,bad,0
32875,10935,5507,assignment,7,3,32875,6,bad,1,0,control,6,bad,0
32876,10935,5507,assignment,7,4,32876,7,good,0,1,treatment,9,good,1
32877,10935,5507,assignment,7,5,32877,8,good,0,1,control,8,good,1
32878,10936,5508,assignment,5,1,32878,5,bad,1,0,control,7,good,1
32879,10936,5508,assignment,3,2,32879,5,bad,1,0,control,2,bad,0
32880,10937,5508,assignment,5,1,32880,5,bad,1,0,control,6,bad,0
32881,10937,5508,assignment,5,2,32881,7,good,0,1,control,7,good,1
32882,10937,5508,assignment,5,3,32882,2,bad,1,0,treatment,7,good,1
32883,10937,5508,assignment,5,4,32883,5,bad,1,0,control,6,bad,0
32884,10938,5509,assignment,7,1,32884,5,bad,1,0,treatment,9,good,1
32885,10938,5509,summary,5,2,32885,5,bad,1,0,control,4,bad,0
32886,10938,5509,assignment,3,3,32886,5,bad,1,0,control,2,bad,0
32887,10938,5509,assignment,5,4,32887,6,bad,1,0,control,6,bad,0
32888,10939,5509,assignment,3,1,32888,3,bad,1,0,control,3,bad,0
32889,10940,5509,assignment,4,1,32889,4,bad,1,0,control,3,bad,0
32890,10940,5509,assignment,3,2,32890,5,bad,1,0,control,5,bad,0
32891,10940,5509,summary,4,3,32891,4,bad,1,0,control,6,bad,0
32892,10940,5509,assignment,5,4,32892,7,good,0,1,control,4,bad,0
32893,10941,5510,summary,4,1,32893,3,bad,1,0,control,3,bad,0
32894,10941,5510,summary,5,2,32894,5,bad,1,0,control,5,bad,0
32895,10941,5510,summary,5,3,32895,4,bad,1,0,control,4,bad,0
32896,10941,5510,assignment,5,4,32896,4,bad,1,0,treatment,7,good,1
32897,10942,5511,summary,4,1,32897,6,bad,1,0,control,3,bad,0
32898,10943,5511,assignment,4,1,32898,3,bad,1,0,control,5,bad,0
32899,10943,5511,assignment,7,2,32899,7,good,0,1,treatment,8,good,1
32900,10943,5511,assignment,7,3,32900,7,good,0,1,treatment,9,good,1
32901,10943,5511,summary,3,4,32901,4,bad,1,0,control,4,bad,0
32902,10943,5511,summary,6,5,32902,6,bad,1,0,treatment,5,bad,0
32903,10944,5512,report,7,1,32903,9,good,0,1,treatment,7,good,1
32904,10945,5513,report,7,1,32904,9,good,0,1,control,6,bad,0
32905,10946,5514,report,7,1,32905,7,good,0,1,control,9,good,1
32906,10946,5514,report,7,2,32906,5,bad,1,0,treatment,6,bad,0
32907,10946,5514,report,7,3,32907,6,bad,1,0,treatment,8,good,1
32908,10946,5514,report,7,4,32908,6,bad,1,0,treatment,6,bad,0
32909,10947,5515,assignment,7,1,32909,6,bad,1,0,treatment,6,bad,0
32910,10947,5515,summary,5,2,32910,4,bad,1,0,treatment,6,bad,0
32911,10947,5515,assignment,7,3,32911,7,good,0,1,treatment,7,good,1
32912,10948,5515,assignment,5,1,32912,5,bad,1,0,treatment,4,bad,0
32913,10948,5515,assignment,7,2,32913,5,bad,1,0,treatment,9,good,1
32914,10948,5515,summary,4,3,32914,3,bad,1,0,control,5,bad,0
32915,10948,5515,summary,6,4,32915,5,bad,1,0,treatment,7,good,1
32916,10949,5515,summary,7,1,32916,5,bad,1,0,treatment,8,good,1
32917,10949,5515,assignment,4,2,32917,3,bad,1,0,control,6,bad,0
32918,10950,5516,report,5,1,32918,4,bad,1,0,control,4,bad,0
32919,10950,5516,report,5,2,32919,3,bad,1,0,treatment,4,bad,0
32920,10950,5516,report,7,3,32920,5,bad,1,0,treatment,9,good,1
32921,10951,5516,report,5,1,32921,4,bad,1,0,control,5,bad,0
32922,10951,5516,report,4,2,32922,5,bad,1,0,control,6,bad,0
32923,10951,5516,summary,5,3,32923,3,bad,1,0,treatment,4,bad,0
32924,10952,5516,summary,3,1,32924,3,bad,1,0,control,4,bad,0
32925,10952,5516,report,5,2,32925,3,bad,1,0,treatment,5,bad,0
32926,10953,5517,report,4,1,32926,5,bad,1,0,control,3,bad,0
32927,10953,5517,report,3,2,32927,4,bad,1,0,control,2,bad,0
32928,10953,5517,report,3,3,32928,3,bad,1,0,control,2,bad,0
32929,10953,5517,summary,4,4,32929,6,bad,1,0,control,4,bad,0
32930,10953,5517,report,5,5,32930,4,bad,1,0,treatment,4,bad,0
32931,10954,5518,report,3,1,32931,2,bad,1,0,control,3,bad,0
32932,10954,5518,report,5,2,32932,5,bad,1,0,control,7,good,1
32933,10954,5518,report,5,3,32933,2,bad,1,0,treatment,5,bad,0
32934,10955,5519,assignment,3,1,32934,2,bad,1,0,control,4,bad,0
32935,10955,5519,assignment,5,2,32935,3,bad,1,0,treatment,4,bad,0
32936,10955,5519,assignment,4,3,32936,4,bad,1,0,control,4,bad,0
32937,10956,5520,report,7,1,32937,8,good,0,1,control,9,good,1
32938,10956,5520,report,7,2,32938,6,bad,1,0,treatment,9,good,1
32939,10956,5520,report,6,3,32939,5,bad,1,0,treatment,8,good,1
32940,10956,5520,summary,7,4,32940,7,good,0,1,treatment,6,bad,0
32941,10957,5520,report,7,1,32941,7,good,0,1,control,7,good,1
32942,10957,5520,report,7,2,32942,7,good,0,1,treatment,7,good,1
32943,10957,5520,report,7,3,32943,7,good,0,1,treatment,7,good,1
32944,10957,5520,report,7,4,32944,8,good,0,1,treatment,6,bad,0
32945,10957,5520,report,7,5,32945,8,good,0,1,control,7,good,1
32946,10958,5521,report,3,1,32946,5,bad,1,0,control,5,bad,0
32947,10958,5521,summary,6,2,32947,6,bad,1,0,treatment,8,good,1
32948,10958,5521,summary,7,3,32948,5,bad,1,0,treatment,8,good,1
32949,10958,5521,report,6,4,32949,4,bad,1,0,treatment,5,bad,0
32950,10958,5521,report,3,5,32950,5,bad,1,0,control,2,bad,0
32951,10959,5522,assignment,8,1,32951,8,good,0,1,treatment,7,good,1
32952,10959,5522,assignment,8,2,32952,10,good,0,1,control,10,good,1
32953,10959,5522,summary,9,3,32953,8,good,0,1,control,9,good,1
32954,10960,5523,report,6,1,32954,6,bad,1,0,treatment,5,bad,0
32955,10960,5523,report,6,2,32955,4,bad,1,0,treatment,8,good,1
32956,10960,5523,report,5,3,32956,3,bad,1,0,treatment,7,good,1
32957,10961,5523,summary,5,1,32957,6,bad,1,0,control,5,bad,0
32958,10961,5523,report,5,2,32958,5,bad,1,0,control,7,good,1
32959,10961,5523,summary,3,3,32959,4,bad,1,0,control,2,bad,0
32960,10961,5523,report,3,4,32960,5,bad,1,0,control,4,bad,0
32961,10962,5524,assignment,7,1,32961,9,good,0,1,control,6,bad,0
32962,10962,5524,assignment,8,2,32962,8,good,0,1,control,8,good,1
32963,10962,5524,summary,9,3,32963,8,good,0,1,control,10,good,1
32964,10963,5524,summary,9,1,32964,8,good,0,1,control,10,good,1
32965,10963,5524,assignment,8,2,32965,7,good,0,1,control,8,good,1
32966,10963,5524,assignment,7,3,32966,7,good,0,1,treatment,8,good,1
32967,10963,5524,assignment,7,4,32967,7,good,0,1,treatment,8,good,1
32968,10964,5525,assignment,7,1,32968,4,bad,1,0,treatment,9,good,1
32969,10964,5525,assignment,6,2,32969,5,bad,1,0,control,8,good,1
32970,10964,5525,assignment,5,3,32970,6,bad,1,0,control,6,bad,0
32971,10964,5525,summary,7,4,32971,8,good,0,1,control,8,good,1
32972,10964,5525,assignment,7,5,32972,5,bad,1,0,treatment,7,good,1
32973,10965,5526,assignment,3,1,32973,5,bad,1,0,control,2,bad,0
32974,10966,5526,assignment,5,1,32974,6,bad,1,0,control,6,bad,0
32975,10966,5526,assignment,5,2,32975,4,bad,1,0,control,7,good,1
32976,10966,5526,assignment,5,3,32976,2,bad,1,0,treatment,5,bad,0
32977,10966,5526,summary,7,4,32977,4,bad,1,0,treatment,9,good,1
32978,10966,5526,summary,6,5,32978,6,bad,1,0,treatment,6,bad,0
32979,10967,5526,summary,4,1,32979,5,bad,1,0,control,6,bad,0
32980,10967,5526,assignment,6,2,32980,6,bad,1,0,treatment,6,bad,0
32981,10967,5526,assignment,7,3,32981,7,good,0,1,treatment,8,good,1
32982,10967,5526,assignment,5,4,32982,3,bad,1,0,treatment,5,bad,0
32983,10968,5527,report,7,1,32983,9,good,0,1,treatment,9,good,1
32984,10968,5527,report,6,2,32984,7,good,0,1,treatment,6,bad,0
32985,10968,5527,report,5,3,32985,7,good,0,1,control,7,good,1
32986,10968,5527,report,7,4,32986,4,bad,1,0,treatment,8,good,1
32987,10968,5527,report,7,5,32987,9,good,0,1,treatment,9,good,1
32988,10969,5527,report,7,1,32988,6,bad,1,0,control,7,good,1
32989,10969,5527,report,7,2,32989,8,good,0,1,treatment,6,bad,0
32990,10969,5527,report,6,3,32990,6,bad,1,0,treatment,7,good,1
32991,10970,5527,summary,7,1,32991,9,good,0,1,control,6,bad,0
32992,10970,5527,report,5,2,32992,6,bad,1,0,control,4,bad,0
32993,10970,5527,report,6,3,32993,7,good,0,1,treatment,5,bad,0
32994,10970,5527,summary,7,4,32994,9,good,0,1,treatment,8,good,1
32995,10970,5527,report,5,5,32995,6,bad,1,0,control,5,bad,0
32996,10971,5528,summary,6,1,32996,5,bad,1,0,control,8,good,1
32997,10971,5528,assignment,7,2,32997,4,bad,1,0,treatment,6,bad,0
32998,10971,5528,assignment,7,3,32998,8,good,0,1,control,8,good,1
32999,10971,5528,assignment,5,4,32999,4,bad,1,0,control,5,bad,0
33000,10971,5528,assignment,7,5,33000,6,bad,1,0,treatment,7,good,1
33001,10972,5528,summary,7,1,33001,7,good,0,1,treatment,8,good,1
33002,10972,5528,assignment,7,2,33002,8,good,0,1,control,6,bad,0
33003,10972,5528,assignment,7,3,33003,8,good,0,1,treatment,8,good,1
33004,10972,5528,assignment,7,4,33004,7,good,0,1,treatment,9,good,1
33005,10972,5528,summary,5,5,33005,5,bad,1,0,control,7,good,1
33006,10973,5529,assignment,7,1,33006,9,good,0,1,control,7,good,1
33007,10973,5529,assignment,7,2,33007,7,good,0,1,control,7,good,1
33008,10973,5529,assignment,6,3,33008,7,good,0,1,control,5,bad,0
33009,10974,5530,assignment,7,1,33009,6,bad,1,0,treatment,8,good,1
33010,10974,5530,assignment,7,2,33010,5,bad,1,0,treatment,9,good,1
33011,10974,5530,summary,7,3,33011,9,good,0,1,treatment,9,good,1
33012,10974,5530,assignment,7,4,33012,7,good,0,1,treatment,8,good,1
33013,10975,5530,assignment,5,1,33013,7,good,0,1,control,5,bad,0
33014,10975,5530,assignment,5,2,33014,4,bad,1,0,control,7,good,1
33015,10975,5530,assignment,6,3,33015,6,bad,1,0,treatment,7,good,1
33016,10975,5530,assignment,7,4,33016,7,good,0,1,treatment,6,bad,0
33017,10975,5530,assignment,5,5,33017,4,bad,1,0,control,5,bad,0
33018,10976,5530,assignment,6,1,33018,8,good,0,1,treatment,6,bad,0
33019,10976,5530,assignment,7,2,33019,7,good,0,1,treatment,6,bad,0
33020,10976,5530,assignment,5,3,33020,7,good,0,1,control,6,bad,0
33021,10976,5530,summary,5,4,33021,5,bad,1,0,control,7,good,1
33022,10977,5531,assignment,4,1,33022,3,bad,1,0,control,4,bad,0
33023,10978,5531,assignment,5,1,33023,5,bad,1,0,control,7,good,1
33024,10978,5531,summary,4,2,33024,4,bad,1,0,control,5,bad,0
33025,10978,5531,assignment,7,3,33025,7,good,0,1,treatment,6,bad,0
33026,10978,5531,assignment,5,4,33026,4,bad,1,0,control,6,bad,0
33027,10978,5531,assignment,5,5,33027,6,bad,1,0,control,7,good,1
33028,10979,5531,summary,5,1,33028,5,bad,1,0,control,4,bad,0
33029,10979,5531,assignment,6,2,33029,4,bad,1,0,treatment,5,bad,0
33030,10979,5531,assignment,5,3,33030,3,bad,1,0,treatment,7,good,1
33031,10980,5532,assignment,6,1,33031,8,good,0,1,treatment,6,bad,0
33032,10981,5532,assignment,7,1,33032,8,good,0,1,control,9,good,1
33033,10981,5532,summary,6,2,33033,5,bad,1,0,control,6,bad,0
33034,10981,5532,assignment,7,3,33034,9,good,0,1,control,9,good,1
33035,10982,5533,report,7,1,33035,6,bad,1,0,treatment,6,bad,0
33036,10983,5533,report,7,1,33036,9,good,0,1,treatment,7,good,1
